Kecamatan,Kabupaten,Nama objek,Nomor Lokasi Keterdapatan,Komoditi,Kode Unsur,Kelompok Mineral Logam,Lokasi Keterdapatan,Provinsi,Status Penyelidikan Mineral Logam,Bijih Terbukti (Ton),Logam Terbukti (Ton),keterangan,acuan,objectid,longitude,latitude,Jenis Izin,Lokasi Tambang,Luas Wilayah,Tanggal Berakhir SK,Tanggal Berlaku SK,Mine_port(meter),Mine_road(meter),Mine_Smelter(meter),Produksi Tahunan (ton),Target Produksi Harian (ton),Produksi Aktual Harian (ton),Pencapaian (%),Jumlah Ekskavator,Jumlah Truk Tambang,Ketersediaan Fisik (PA) %,Penggunaan Ketersediaan (UA) %,Jam Downtime,Konsumsi BBM (Liter),Biaya Penambangan per Ton (Rp),Biaya Pengangkutan per Ton (Rp),Biaya Penanganan Pelabuhan per Ton (Rp),Biaya Pemrosesan Smelter per Ton (Rp),AISC per Ton (Rp),CAPEX / OPEX,TRIFR,LTIFR,Jumlah Insiden,Indikator Fatalitas,Harga Nikel Historis (Rp/Ton),Nilai Tukar (Rp/USD),Pembeli / Offtaker,Jenis Kontrak,License_Duration_Years,License_Status
Batuputih dan Tolala,Kolaka Utara,Nikel Mosiku,2793000000,Nikel,Ni,Logam Besi dan Paduan Besi,Mosiku,Sulawesi Tenggara,Operasi Produksi,27635630,35636302940,"Blok Anoa, Tapir, Makaka dan Komodo, kadar Ni 1,64% s.d. 1,87%","PT Tambang Mineral Maju, Laporan RKAB Tahun 2020",1611,121.0603,-2.8405,IUP,"Desa Latou, Musiku dan Lelewaw",738.0,2026-08-11,2011-08-16,10659573.0,4529.0,462845.0,898804,5225,5101,97.63,28,36,85.03,78.03,12.9,14560,299838,145192,64001,768943,1277974,OPEX,2.12,0.29,1,Tidak,340719737,15625,PT Vale Indonesia,CIF,14.997260273972604,Active
Kabaena Selatan,Bombana,Nikel Pongkalaero 1,2804000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pongkalaero 1,Sulawesi Tenggara,Operasi Produksi,5900000,77308,"Blok 2, Blok 3 dan Blok 5 (limonit dan saprolit","PT Tekonindo, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1622,121.9091,-5.3739,IUP,"Kec Kabaena Barat, Kab Bombana",5313.0,1930-04-22,2019-07-31,16784116.0,2068697.0,53778172.0,1646344,4427,4253,96.07,18,46,97.91,76.48,21.1,18119,216528,100927,53117,768382,1138954,OPEX,0.38,0.12,1,Tidak,254989355,15891,PT Aneka Tambang,CIF,-89.33424657534246,Expired
Kabaena Barat,Bombana,Nikel Rahampuu,2180000000,Nikel,Ni,Logam Besi dan Paduan Besi,Rahampuu,Sulawesi Tenggara,Operasi Produksi,10662000,13619487,"Kadar Ni 1,66% - 1,82%","PT Timah Investasi Mineral, Laporan RKAB Tahun 2022",1530,121.8258,-5.2584,IUP,"Kec. Kabaena, Kab. Bombana",300.0,2029-03-31,2019-04-01,3466742.0,9115.0,44098609.0,1953764,4697,4561,97.1,26,39,88.65,88.97,26.5,14610,323943,51205,39066,435103,849317,OPEX,0.65,0.03,0,Tidak,337799088,15825,PT IMIP,CIF,10.005479452054795,Active
Langgikima,Konawe Utara,Nikel Lamonae 4,2558000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lamonae 4,Sulawesi Tenggara,Operasi Produksi,0,0,"Blok I, Blok II dan Blok IV, kadar Ni 1,45% s.d. 1,8%","PT Tiran Indonesia, Laporan RKAB Tahun 2022",1580,122.2874,-3.2131,IUP,"Kec. Langgikima, Konawe Utara",141135.0,2033-07-30,2013-07-30,46857317.0,1706739.0,18252616.0,895287,3171,2911,91.8,14,35,85.81,81.54,11.6,14607,344289,137305,55347,759305,1296246,CAPEX,0.21,0.38,0,Tidak,331638308,15946,PT GNI,CIF,20.013698630136986,Active
Kabaena Timur,Bombana,Nikel Lengora,2522000000,Nikel,Ni,Logam Besi dan Paduan Besi,Lengora,Sulawesi Tenggara,Eksplorasi,0,0,"OB (Ni 0,92%), Limonit (NI 1,4%), Saprolit (1,69%)","PT Tonia Mitra Sejahtera, Laporan RKAB Tahun 2020",1544,122.042,-5.206,IUP,"Kecamatan Kabaena Timur dan Kabaena Tengah, Kabupaten Bombana, Provinsi Sulawesi Tenggara",5891.0,2033-08-03,2023-08-03,24412793.0,590464.0,19801427.0,1668126,3316,3051,92.01,10,67,90.96,86.12,17.3,16235,385594,126301,63740,445607,1021242,CAPEX,1.22,0.19,0,Tidak,331250776,15584,PT Vale Indonesia,CIF,10.008219178082191,Active
Kabaena Barat,Bombana,Nikel Baliara,1422000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baliara,Sulawesi Tenggara,Operasi Produksi,35000000,45325,"Kadar Ni 0,9% s.d. 1,8%","PT Trias Jaya Agung, Laporan RKAB Tahun 2020",1431,121.839,-5.246,IUP,"Desa Rahampuu, Kelurahan Teomokole, Kecamatan Kabaena",512.0,2030-12-07,2020-12-08,5233338.0,986698.0,42258658.0,891710,4000,3767,94.18,11,38,86.68,73.41,18.9,22011,385957,121524,48635,633790,1189906,CAPEX,0.97,0.19,2,Tidak,291228722,15626,PT GNI,FOB Motorship,10.002739726027396,Active
Molawe,Konawe Utara,Nikel Morombo,2147000000,Nikel,Ni,Logam Besi dan Paduan Besi,Morombo,Sulawesi Tenggara,Operasi Produksi,17100000,204687,"Blok B, kadar Ni 1,72% dan 1,71%","PT Tristaco Mineral Makmur, Laporan RKAB Tahun 2020",1496,122.274,-3.37,IUP,Kec. Lasolo,1389.0,2032-08-29,2012-08-29,63353639.0,44575.0,35508529.0,1575335,4617,4366,94.56,17,35,86.98,89.57,10.7,12297,298362,147020,43173,771852,1260407,CAPEX,0.58,0.22,2,Tidak,301589889,15666,PT IWIP,CIF,20.013698630136986,Active
Pomalaa,Kolaka,Nikel Pomalaa HPAL,305000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 1 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit-Saprolit (wmt),"PT Vale, Laporan RKAB Tahun 2020 (Tabulasi Ditjen Minerba)",1317,121.668,-4.227,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,24412793.0,590464.0,19801427.0,1683509,4872,4698,96.43,29,67,93.22,79.97,29.8,21474,391796,69619,55325,661922,1178662,OPEX,1.24,0.41,0,Tidak,286898377,15687,PT IWIP,CIF,11.66027397260274,Active
Baula,Kolaka,Nikel Blok 2 Pomalaa HPAL,2137000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 2 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,-,"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1486,121.703,-4.196,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,24412793.0,590464.0,19801427.0,1174042,1473,1461,99.19,10,41,90.11,79.87,36.7,20524,305731,140590,47760,778997,1273078,CAPEX,1.13,0.16,0,Tidak,275171064,15988,PT Vale Indonesia,CIF,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 3 Pomalaa HPAL,2138000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 3 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1487,121.719,-4.239,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,24412793.0,590464.0,19801427.0,1605379,4120,4100,99.51,17,63,96.98,89.42,8.1,24181,328408,73262,50025,537733,989428,OPEX,1.97,0.38,0,Ya,337543458,15902,PT Aneka Tambang,CIF,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 4 Pomalaa HPAL,2139000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 4 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1488,121.685,-4.271,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,24412793.0,590464.0,19801427.0,908362,1847,1776,96.16,12,36,89.15,77.61,26.7,23176,320399,147071,47443,525886,1040799,OPEX,2.25,0.47,2,Tidak,300597550,15799,PT Vale Indonesia,CIF,11.66027397260274,Active
Pomalaa,Kolaka,Nikel Blok 5 Pomalaa HPAL,2140000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok 5 Pomalaa HPAL,Sulawesi Tenggara,Eksplorasi,0,0,Limonit dan Saprolit (wmt),"PT Vale, Revisi Laporan Studi Kelayakan HPAL Pomalaa",1489,121.651,-4.215,IUPK,"Blok Pomala, Kab. Kolaka dan Kab. Kolaka Timur",20286.0,2035-12-28,2024-05-03,24412793.0,590464.0,19801427.0,618880,2580,2480,96.12,28,40,94.44,77.95,40.2,20761,399736,69143,45173,530486,1044538,OPEX,1.7,0.33,1,Tidak,322334622,15797,PT GNI,FOB Motorship,11.66027397260274,Active
Wolo,Kolaka,Nikel Blok Tanjung Baja,2564000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Tanjung Baja,Sulawesi Tenggara,Operasi Produksi,20166090,254092734,"Kadar Ni 1,5% - 2,3%","PT Waja Inti Lestari, Laporan RKAB Tahun 2020",1586,121.281,-3.862,IUP,"Wolo, Kolaka",2103.0,2030-07-26,2020-07-27,36998334.0,1163375.0,2109182.0,644586,4800,4477,93.27,23,38,90.99,81.7,38.7,9181,347503,105032,65837,542065,1060437,CAPEX,0.49,0.22,2,Tidak,260081137,15987,PT IWIP,FOB Motorship,10.002739726027396,Active
Lasolo Kepulauan,Konawe Utara,Nikel Blok WSM 1-7,2946000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok WSM 1-7,Sulawesi Tenggara,Operasi Produksi,0,0,-,"PT Wanggudu Sumber Mineral, Laporan RKAB Tahun 2022",1666,122.353,-3.414,IUP,Lasolo,203.0,2032-03-30,2017-11-06,6656236.0,3593313.0,41397682.0,1170535,2427,2398,98.81,25,59,93.58,72.56,41.7,20260,224000,128934,53012,673122,1079068,CAPEX,0.88,0.37,1,Tidak,328892609,15745,PT IWIP,Spot Contract,14.405479452054795,Active
Laeya,Konawe Selatan,Nikel Torobulu,310000000,Nikel,Ni,Logam Besi dan Paduan Besi,Torobulu,Sulawesi Tenggara,Operasi Produksi,301905920,3523148846,"Blok A, Blok B, Blok C","PT Wijaya Inti Nusantara, Laporan RKAB Tahun 2020",1321,122.459,-4.424,IUP,"Desa Torobulu, Kec. Laeya, Konawe Selatan",1931.0,2029-11-28,2019-11-29,2538236.0,674854.0,11893455.0,1853903,4666,4421,94.75,24,56,92.8,76.42,25.2,19466,214370,57815,53325,580980,906490,OPEX,2.3,0.23,2,Tidak,315884614,15623,PT GNI,FOB Motorship,10.005479452054795,Active
Obi,Halmahera Selatan,Nikel Baru,306000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru,Maluku Utara,Explorasi Rinci,0,0,"HFL, Limonit, dan Saprolit","PT Jikodolong Megah Pertiwi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1318,127.527,-1.431,IUP,"Desa Baru Kec. Obi, Kab. Halmahera Selatan",188484.0,2029-04-06,2019-01-14,17467497.0,1002208.0,1079088.0,691365,3298,2986,90.54,23,51,91.15,73.86,41.9,10079,281976,56670,62654,694971,1096271,OPEX,0.4,0.21,1,Tidak,349761033,15575,PT Vale Indonesia,FOB Motorship,10.232876712328768,Active
Obi selatan,Halmahera Selatan,Nikel Malamala Selatan,353000000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Selatan,Maluku Utara,Operasi Produksi,200000000,194390,Iron Cap-Limonit-Saprolit,"PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1345,127.601,-1.659,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800.0,2030-01-28,2017-05-29,25221569.0,26305.0,23838423.0,1183664,2353,2265,96.26,25,43,97.35,72.07,15.8,18237,303137,134978,48064,566464,1052643,CAPEX,1.14,0.26,0,Tidak,263397721,15681,PT Vale Indonesia,Spot Contract,12.676712328767124,Active
Obi,Halmahera Selatan,Nikel Kawasi,355000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi,Maluku Utara,Operasi Produksi,125000000,110670,"Iron Cap-Limonit-Saprolit, Low Grade High Ferro Ore, Medium Grade Ore","PT Wanatiara Persada, Laporan RKAB Tahun 2022",1346,127.412,-1.586,IUP,Desa Kawasi Kecamatan Obi Kabupaten Halmahera Selatan,172554.0,2031-04-29,2017-06-02,4020767.0,728525.0,5502494.0,1556048,2770,2690,97.11,10,38,89.46,87.32,21.2,9312,333724,56042,35051,523090,947907,CAPEX,2.37,0.16,2,Tidak,304004037,15859,PT GNI,CIF,13.915068493150685,Active
Obi,Halmahera Selatan,Nikel Baru 1,1434000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 1,Maluku Utara,Operasi Produksi,39170000,4426814,"Laterit A, Laterit B, dan Laterit C","PT Obi Putra Mandiri (23 Tahun 2011), Laporan RKAB Tahun 2021",1443,127.499,-1.486,IUP,"Desa Baru Dusun Tabuji-Jikodolong DSK, Kec. Obi, Kab. Halmahera Selatan",4058.0,2031-02-10,2011-02-25,13060682.0,701059.0,7792103.0,803545,3576,3339,93.37,27,54,87.3,81.79,12.9,14984,296318,111382,72631,476018,956349,OPEX,2.39,0.05,2,Tidak,301117296,15759,PT IMIP,Spot Contract,19.972602739726028,Active
Obi,Halmahera Selatan,Nikel Laiwui,1435000000,Nikel,Ni,Logam Besi dan Paduan Besi,Laiwui,Maluku Utara,Operasi Produksi,0,0,"OB, limonit dan saprolit","PT Obi Anugerah Mineral, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1444,127.616,-1.39,IUP,Desa Baru (Loji) Kec. Obi Kab. Halmahera Selatan,17754.0,2029-04-05,2019-01-14,7000922.0,3459257.0,21634222.0,1582424,4537,4473,98.59,24,43,93.82,77.17,26.0,20731,302928,143822,32785,620422,1099957,OPEX,1.15,0.21,2,Tidak,303839963,15731,PT Vale Indonesia,Spot Contract,10.23013698630137,Active
Obi,Halmahera Selatan,Nikel Kawasi 1,1949000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kawasi 1,Maluku Utara,Operasi Produksi,241000000,238140,"OB, limonit dan saprolit, kadar Ni 0,9% s.d. 1,77%","PT Trimegah Bangun Persada, Laporan RKAB Tahun 2022",1481,128.16,0.542,IUP,"Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",4247.0,2030-02-08,2010-02-08,33430916.0,212676.0,19801427.0,958934,3884,3825,98.48,24,55,96.0,78.17,22.6,7959,384336,111473,58597,759350,1313756,CAPEX,1.74,0.06,2,Tidak,255438197,15764,PT Vale Indonesia,FOB Motorship,20.013698630136986,Active
Obi,Halmahera Selatan,Nikel Loji,2185000000,Nikel,Ni,Logam Besi dan Paduan Besi,Loji,Maluku Utara,Operasi Produksi,49000000,54887,"Laterit (COG 1,2% Ni), kadar 0,14% Co","PT Gane Permai Sentosa, laporan RKAB Tahun 2020",1535,127.4415,-1.5774,IUP,Desa Kawasi Kec. Obi Kab. Halmahera Selatan,127699.0,2029-04-05,2020-09-14,5332907.0,621258.0,4806907.0,1712991,5226,5254,100.54,17,59,85.52,78.63,15.8,11076,266975,98100,43291,743586,1151952,CAPEX,1.25,0.21,0,Tidak,297312213,16036,PT GNI,Spot Contract,8.561643835616438,Active
Obi,Halmahera Selatan,Nikel Baru 2,2186000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 2,Maluku Utara,Operasi Produksi,80701500,988593375,"Laterit (COG 1,2% Ni), kadar 0, 14% Co","PT Halim Pratama, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1536,127.5406,-1.4716,IUP,"Desa Jikodolong, Kec. Obi, Halmahera Selatan",1317.0,2036-06-15,2016-06-15,1784113.0,3337786.0,11918403.0,1368829,4957,4943,99.72,26,64,90.85,82.66,38.8,20699,298701,91725,40691,501323,932440,OPEX,1.93,0.28,0,Tidak,311735339,16048,PT Aneka Tambang,CIF,20.013698630136986,Active
Obi,Halmahera Selatan,Nikel Baru 3,2187000000,Nikel,Ni,Logam Besi dan Paduan Besi,Baru 3,Maluku Utara,Operasi Produksi,128000000,161280,"Blok A (kadar Ni 1,55%), Blok B (kadar Ni 1,65%) dan Blok C (kadar Ni 1,75%)","PT Intim Mining Sentosa, Laporan RKAB Tahun 2020 (Tabulasi DInas ESDM Provinsi)",1537,127.5586,-1.4411,IUP,Desa Baru Kecamatan Obi Kabupaten Halmahera Selatan,1935.0,2033-03-06,2013-03-06,15483989.0,2466995.0,1398925.0,1320360,4488,4478,99.78,17,52,96.6,88.54,19.1,13529,311477,113816,32097,591053,1048443,OPEX,0.27,0.47,1,Tidak,273208046,15588,PT Aneka Tambang,Spot Contract,20.013698630136986,Active
Obi Selatan,Halmahera Selatan,Nikel Fluk,2193000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fluk,Maluku Utara,Operasi Produksi,0,0,-,"PT Gane Tambang Sentosa, Laporan Akhir Eksplorasi Tahun 2017",1543,127.742,-1.621,IUP,Kecamatan Obi Selatan,2314.0,2040-12-04,2020-12-04,32368129.0,2055225.0,36576143.0,765159,3872,3668,94.73,10,35,94.75,88.66,17.3,24173,293664,107184,75004,682108,1157960,OPEX,0.53,0.02,0,Tidak,293505213,15562,PT IWIP,FOB Motorship,20.013698630136986,Active
Obi,Halmahera Selatan,Nikela Malamala Utara,2840000000,Nikel,Ni,Logam Besi dan Paduan Besi,Malamala Utara,Maluku Utara,Operasi Produksi,88000000,78400,"Ironcap, limonit, saprolit A dan saprolit B, kadar Ni 1%-1,9%","PT Rimba Kurnia Alam, Laporan RKAB Tahun 2021 (SDC Tahun 2021)",1637,127.389,-1.5083,IUP,"Pulau Malamala, Desa Kawasi, Kec. Obi, Kab. Halmahera Selatan",1800.0,2030-01-28,2017-05-29,4944751.0,120486.0,4430823.0,1194808,2588,2635,101.82,28,44,97.89,77.83,10.9,4167,393624,100176,51460,644969,1190229,CAPEX,1.61,0.31,1,Tidak,312003154,15634,PT Aneka Tambang,CIF,12.676712328767124,Active
Weda Tengah,Halmahera Tengah,Nikel Sake Barat,348000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sake Barat,Maluku Utara,Operasi Produksi,19950000,242991,-,"PT Weda Bay Nikel, Laporan RKAB Tahun 2022",1341,127.962,0.493,IUP,"Halmahera Tengah, Halmahera timur",45065.0,2048-02-27,2019-12-30,20790004.0,121212.0,3923922.0,1784921,3091,3037,98.25,14,64,91.91,76.59,24.7,19158,392439,65357,47132,426862,931790,CAPEX,0.73,0.23,0,Tidak,256404538,15968,PT Aneka Tambang,CIF,28.18082191780822,Active
Weda Tengah,Halmahera Tengah,Nikel Blok Sagantel dan Sakaulen,1203000000,Nikel,Ni,Logam Besi dan Paduan Besi,Blok Sagantel dan Sakaulen,Maluku Utara,Operasi Produksi,122036650,1601174813,"Kadar Ni 0,6%-2,6%","PT Tekindo Energi, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1379,127.955,0.584,IUP,Desa Lelilef Kec Weda Kab Halmahera Tengah,1000.0,2029-12-21,2012-05-30,2980366.0,251049.0,12505542.0,529285,1887,1820,96.45,12,53,93.58,79.02,18.6,21098,302624,116266,67061,636423,1122374,OPEX,1.73,0.01,1,Tidak,328678671,15752,PT GNI,Spot Contract,17.572602739726026,Active
Weda Utara,Halmahera Tengah,Nikel Messa,1204000000,Nikel,Ni,Logam Besi dan Paduan Besi,Messa,Maluku Utara,Operasi Produksi,10420000,1170687,Limonit-Saprolit,"PT Bakti Pertiwi Nusantara, Laportan RKAB Tahun 2022",1380,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,1232.0,2038-05-10,2012-05-28,33430916.0,1913011.0,19801427.0,1637779,2934,2916,99.39,22,56,88.93,81.36,21.6,23275,290115,123977,31948,415500,861540,OPEX,1.01,0.12,1,Tidak,321573475,15975,PT IMIP,FOB Motorship,25.96712328767123,Active
Weda Utara,Halmahera Tengah,Nikel Fritu 1,1429000000,Nikel,Ni,Logam Besi dan Paduan Besi,Fritu 1,Maluku Utara,Operasi Produksi,45323000,53956602,Limonit-Saprolit,"PT Harum Sukses Mining (SK Bupati Halmahera Tengah No.540/KEP/328/2009, Tahun 2009), Laporan RKAB Tahun 2021",1438,128.16,0.542,IUP,Desa Fritu Kec Weda Utara Kab Halmahera Tengah,511.0,,2012-05-28,33430916.0,212676.0,19801427.0,1239143,5198,4959,95.4,14,51,97.32,79.24,15.6,7291,317793,120885,58227,446599,943504,OPEX,2.24,0.06,1,Tidak,255730295,15855,PT IWIP,CIF,,Expired
Weda Utara,Halmahera Tengah,Nikel Waleh,1430000000,Nikel,Ni,Logam Besi dan Paduan Besi,Waleh,Maluku Utara,Explorasi,0,0,-,"PT Putra Prima Sejahtera, 2013",1439,128.079,0.564,IUP,"Desa Sagea, Kec Weda Utara, Kab. Halmahera Tengah",1100.0,2034-01-27,,34727231.0,9118077.0,1343037.0,1579194,3146,3073,97.68,27,40,89.76,83.18,39.3,24667,236176,57501,54730,661492,1009899,CAPEX,2.08,0.11,2,Tidak,256473593,15804,PT IMIP,FOB Motorship,,Active
Pulau Gede,Halmahera Tengah,Nikel Umera (Pulau Gebe),1432000000,Nikel,Ni,Logam Besi dan Paduan Besi,Umera (Pulau Gebe),Maluku Utara,Operasi Produksi,12913280,1610813904,"Kadar Ni 1,5%-1,8%","PT Bartra Putra Mulia, Laporan RKAB Tahun 2022",1441,129.551,-0.186,IUP,Kec.Pulau Debe Kab Halmahera tengah,1850.0,2032-01-27,2013-01-29,14502679.0,1668647.0,1589938.0,1494947,1866,1886,101.07,18,66,94.6,81.09,46.9,12237,285196,120288,57671,441018,904173,CAPEX,1.33,0.14,1,Tidak,335028368,15654,PT Aneka Tambang,Spot Contract,19.005479452054793,Active
Pulau Gede,Halmahera Tengah,Nikel Umera 1,2181000000,Nikel,Ni,Logam Besi dan Paduan Besi,Umera 1,Maluku Utara,Operasi Produksi,47640000,5728933,"Blok 2A, Blok 2B, Blok 2C, Blok 3A, Blok 3B, Blok 5, dan Blok 6","PT Anugerah Sukses Mining (SK Bupati Halmahera Tengah No 540/KEP/315/2013), Laporan RKAB Tahun 2022",1531,129.5202,-0.1768,IUP,"Desa Umera, Kec. Pulau Gebe, Kab. Halmahera Tengah",503.0,2033-08-23,2013-08-23,11184059.0,25044.0,5148045.0,1148139,4072,4206,103.29,10,62,90.24,76.41,27.4,11393,243383,122978,36196,535606,938163,CAPEX,1.98,0.2,1,Tidak,278333080,15689,PT Aneka Tambang,FOB Motorship,20.013698630136986,Active
Pulau Gede,Halmahera Tengah,Nikel Kacepi,2184000000,Nikel,Ni,Logam Besi dan Paduan Besi,Kacepi,Maluku Utara,Operasi Produksi,0,0,-,"PT Elsaday Mulia, Laporan RKAB Tahun 2018",1534,129.484,-0.1329,IUP,Pulau Gebe,483.0,2033-04-29,2013-04-29,5034909.0,366381.0,11055956.0,963000,5346,5550,103.82,29,69,92.3,76.91,33.9,11466,228810,68341,77626,635370,1010147,CAPEX,0.82,0.26,0,Tidak,336076769,15581,PT IWIP,CIF,20.013698630136986,Active
Weda Tengah,Halmahera Tengah,Nikel Sawai,2190000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sawai,Maluku Utara,Operasi Produksi,61250000,0,Tidak ada data kadar Ni,"PT Halmahera Sukses Mineral, Laporan RKAB Tahun 2021",1540,128.009,0.62,IUP,Weda Kec. Wasile Selatan Kab.,7726.0,2030-12-15,2016-11-20,35699793.0,6851901.0,15802267.0,1440963,4956,4835,97.56,20,64,94.36,77.57,44.0,17402,219037,134897,41923,662183,1058040,OPEX,1.34,0.0,1,Tidak,299925266,15785,PT Aneka Tambang,CIF,14.076712328767123,Active
Pulau Gede,Halmahera Tengah,Nikel Ubulie Utara,2550000000,Nikel,Ni,Logam Besi dan Paduan Besi,Ubulie Utara,Maluku Utara,Operasi Produksi,0,0,"Limonit-Saprolit (Blok A, B, C, D, E)","PT Mineral Trobos, Persetujuan dan Evaluasi Laporan RKAB Tahun 2021",1572,129.388,-0.042,IUP,Pulau Gebe,315.0,2038-02-01,2023-05-26,9810832.0,128476.0,2928323.0,710336,2523,2468,97.82,15,45,91.62,71.89,49.9,17845,317413,102384,63922,578292,1062011,CAPEX,0.65,0.08,0,Tidak,284226907,15654,PT IMIP,CIF,14.698630136986301,Active
Weda,Halmahera Tengah,Nikel Sepoh,2802000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sepoh,Maluku Utara,Operasi Produksi,0,0,"Kadar Ni 1,44%-1,6%","PT First Pasific Mining, Laporan RKAB Tahun 2020 (tabulasi Ditjen Minerba)",1620,128.0476,0.5249,IUP,"Desa Sagea, Kec. Weda Utara, Halmahera Tengah",2080.0,2032-10-10,2018-06-04,29171879.0,4404659.0,792091.0,1376146,3260,3325,101.99,23,43,96.79,73.32,32.6,13952,200113,97246,67355,437608,802322,OPEX,2.18,0.05,0,Tidak,277356035,15660,PT Vale Indonesia,Spot Contract,14.361643835616439,Active
Weda Utara,Halmahera Tengah,Nikel Sagea,2841000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sagea,Maluku Utara,Operasi Produksi,0,0,"Blok 1, Blok 2, Blok 3, dan Blok 4","PT Zhong Hai Rare Metal Mining Indonesia, Laporan RKAB Tahun 2020",1638,128.081,0.5449,IUP,Desa Sagea Kec Weda Utara Kab Halmahera Tengah,688.0,2029-12-21,2018-06-04,33315837.0,6205768.0,12202016.0,642042,3577,3388,94.72,20,43,90.45,84.46,45.0,5491,329234,122273,47199,719641,1218347,OPEX,2.09,0.27,1,Tidak,315900406,15521,PT Vale Indonesia,Spot Contract,11.556164383561644,Active
Weda Utara,Halmahera Tengah,Nikel Sagea 1,2842000000,Nikel,Ni,Logam Besi dan Paduan Besi,Sagea 1,Maluku Utara,Operasi Produksi,0,0,-,"PT Zhong Hai Rare Metal Mining Indonesia, Laporan RKAB Tahun 2020",1639,128.081,0.5499,IUP,Desa Sagea Kec Weda Utara Kab Halmahera Tengah,688.0,2029-12-21,2018-06-04,33717833.0,6757509.0,12545384.0,1474769,2416,2478,102.57,10,67,93.41,77.78,45.9,24719,286389,100983,36537,779940,1203849,OPEX,2.27,0.16,0,Tidak,260972692,15939,PT GNI,Spot Contract,11.556164383561644,Active
Maba,Halmahera Timur,Nikel Pakaulan,303000000,Nikel,Ni,Logam Besi dan Paduan Besi,Pakaulan,Maluku Utara,Operasi Produksi,0,0,"Blok Pakaulan Barat, Blok 1 Pakaulan Timur, Blok 2 Pakaulan Timur, Blok 3 Pakaulan Timur (Saprolit dan limonit)","PT Antam, Annual Report Tahun 2020",1316,128.409,0.948,IUP,"Kec. Maba, Kab. Halmahera Timur",3648.0,2030-09-20,2022-09-30,21339971.0,1059988.0,19769438.0,1443117,2501,2436,97.4,25,54,89.45,74.29,40.6,8664,273296,104474,44833,755487,1178090,OPEX,2.22,0.27,1,Tidak,290261303,16016,PT IWIP,FOB Motorship,7.978082191780822,Active
